text,label
Notes to accounts FY 2023 ₹446300,other
EXCEPTIONAL ITEMS 891624,other
GROSS PROFIT 2022 62488,profit
"2021 OPERATING INCOME ₹15,981,957",profit
Service income 2024 ₹98094,revenue
"cost of goods sold ₹71,492,747",expense
"other income 2021 86,106,814",other
"Operating profit FY 2023 73,950,640",profit
"Foreign exchange gain 85,936,828",other
fy 2018 Operating Cost 106988,expense
"R&D expense 37,102,406",expense
"fy 2018 Operating Income 30,940,411",profit
"fy 2024 Revenue from operations 85,183,372 (Note 24)",revenue
tax expense 25098554 (Note 18),expense
gross profit ₹66517961,profit
EXCEPTIONAL ITEMS FY 2024 ₹553310,other
"License fees 75,000,330",revenue
accounting policy change FY 2018 392279,other
"Earnings after tax FY 2024 ₹73,217,460",profit
"Net Sales FY 2020 ₹19,879,822",revenue
"fy 2023 earnings from operations 75,896,712",profit
profit after tax (pat) FY 2023 ₹961557,profit
EMPLOYEE BENEFITS FY 2020 26268,expense
2020 Prior period items 627966 (Note 23),other
extraordinary items 19000500,other
"insurance expense 2024 80,803,445",expense
"fy 2020 License fees ₹40,319,906",revenue
"RENTAL INCOME FY 2022 ₹3,652,203 (Note 13)",revenue
"Earnings from operations FY 2022 56,899,336",profit
EARNINGS FROM OPERATIONS ₹13652487,profit
"Consolidated revenue FY 2021 ₹4,879,304",revenue
"EBITDA 2022 7,882,182",profit
Professional fees ₹92720,expense
"2020 sales of goods ₹34,319,370",revenue
2021 operating profit 65352,profit
"administrative expenses FY 2018 14,501,825",expense
EBITDA 2020 34614,profit
fy 2021 GROSS REVENUE 181290,revenue
Other Expenses FY 2023 71971688,expense
"total income 2020 ₹28,770,823",revenue
"Profit Before Tax ₹87,591,037 (Note 24)",profit
PRIOR PERIOD ITEMS 2024 ₹6700649,other
accounting policy change FY 2021 4437076,other
Finance Cost FY 2018 ₹47925,expense
Accounting policy change FY 2018 48710048,other
"accounting policy change FY 2021 31,701,568",other
"Share capital 2023 80,526,289",other
"2021 Depreciation Expense 42,458,734",expense
2024 operating profit 38408,profit
EPS basic FY 2023 45371728 (Note 11),other
"Cost of Goods Sold FY 2023 ₹31,438,763",expense
INSURANCE EXPENSE 722245,expense
2023 OTHER INCOME 6113385,other
depreciation expense FY 2023 ₹66811,expense
Professional fees 222314,expense
"Profit for the year FY 2018 89,930,988",profit
2021 Share capital ₹8425909,other
PBT 2022 53194,profit
fy 2024 Operating Cost ₹3252405,expense
"INCOME FROM OPERATIONS 46,205,452",revenue
Sales Revenue 408433,revenue
EBITDA 2018 29770964,profit
"FY 2018 Bottom line 17,772,837",profit
"RENTAL INCOME FY 2018 67,681,755",revenue
"2023 Rental income ₹35,010,996",revenue
2020 Merchandise sales 5893311,revenue
"Exceptional items FY 2018 89,730,884",other
Earnings after tax FY 2019 79067,profit
"fy 2019 Reserves and surplus ₹5,360,038",other
Professional fees 2022 7809247,expense
"Net income 2023 ₹44,788,928",profit
2022 Employee benefits 937383,expense
"PROFIT AFTER TAX (PAT) FY 2022 ₹89,516,466",profit
"tax expense 50,978,119",expense
Administrative expenses 2020 42942,expense
"GROSS PROFIT 2023 52,008,720",profit
EBITDA 32400865,profit
"share capital FY 2024 ₹74,164,323",other
fy 2023 Prior period items ₹604619,other
EBIT FY 2018 840911,profit
Net income 2023 74076489,profit
"service income ₹25,388,291",revenue
"ACCOUNTING POLICY CHANGE FY 2019 11,691,635",other
"OPERATING REVENUE ₹14,940,990",revenue
FY 2024 EXTRAORDINARY ITEMS ₹844607,other
Insurance expense ₹1378476 (Note 23),expense
"2024 OTHER EXPENSES 93,616,656",expense
Subscription Revenue FY 2024 65625330,revenue
Administrative expenses FY 2019 62963261 (Note 6),expense
EBIT FY 2018 759007,profit
Gross Revenue ₹70115,revenue
cost of goods sold ₹803647,expense
fy 2023 selling expenses ₹430434,expense
fy 2018 Sales of goods ₹85534,revenue
2019 Consolidated revenue 1299243,revenue
"exceptional items FY 2020 88,131,834",other
OPERATING REVENUE FY 2024 ₹9290765,revenue
"Operating Income FY 2020 ₹41,554,428",profit
"EBIT 2020 ₹49,302,313",profit
"Sales of goods 66,491,201 (Note 11)",revenue
"Share capital ₹54,182,288 (Note 4)",other
turnover ₹35899364,revenue
Subscription Revenue FY 2024 49441620,revenue
"finance cost 2020 11,593,189",expense
bottom line FY 2020 ₹7331415,profit
Top line FY 2024 ₹37557095,revenue
"EBIT ₹56,564,753",profit
"FY 2018 contingent liability 50,388,642",other
"Revenue from operations 20,411,927",revenue
"EBIT 2020 ₹58,050,193 (Note 11)",profit
sales revenue 2020 ₹95225538,revenue
"Income from operations FY 2020 ₹72,827,382",revenue
fy 2024 net income 856348,profit
"Turnover FY 2022 35,348,445",revenue
Other income FY 2020 2088598,other
FY 2021 Total Income ₹93188,revenue
"fy 2020 EBITDA 24,777,121",profit
"EPS basic 55,889,647",other
"reserves and surplus ₹58,354,387",other
"DEPRECIATION EXPENSE ₹34,275,424 (Note 4)",expense
"Net Profit 2,840,536",profit
Income from operations FY 2022 ₹92483,revenue
INTEREST EXPENSE FY 2020 ₹58037222,expense
"Profit for the year FY 2020 22,056,802",profit
"Net income 2019 17,224,355",profit
"fy 2018 Rent expense ₹72,749,548",expense
"OCI adjustment 2020 12,378,094",other
"oci adjustment 2023 97,429,992",other
"gross profit FY 2024 74,269,322",profit
"FY 2018 Insurance expense 17,029,106",expense
"2021 employee benefits ₹82,690,373",expense
Profit for the year ₹30113607,profit
"2024 Other Expenses ₹33,982,270",expense
related party note ₹94890,other
"OPERATING PROFIT 76,170,854",profit
FY 2024 COST OF MATERIALS ₹18048851,expense
"contingent liability 2019 ₹81,736,625",other
2018 Professional fees ₹14904,expense
"ebit ₹66,608,294",profit
"FOREIGN EXCHANGE GAIN 74,933,001",other
Subscription Revenue 92364557,revenue
"Income from operations FY 2024 95,928,565",revenue
"fy 2020 Turnover ₹55,227,213",revenue
2018 foreign exchange gain ₹188369,other
2023 Operating profit 81696184,profit
OPERATING PROFIT FY 2022 ₹53909202,profit
fy 2018 EBITDA 38203297,profit
"FY 2022 Related party note ₹99,307,471",other
EARNINGS AFTER TAX FY 2020 13251740,profit
"Selling expenses 2024 ₹48,200,867",expense
Top line 2024 6019373,revenue
Cost of materials FY 2023 ₹80677,expense
"Accounting policy change FY 2020 17,934,579",other
"fy 2020 Interest expense ₹97,260,784",expense
"Earnings after tax 86,352,259 (Note 16)",profit
"Rental income FY 2022 ₹71,517,508",revenue
"net sales 34,765,141",revenue
NET PROFIT FY 2022 2543766,profit
"RESERVES AND SURPLUS ₹85,921,390",other
2022 EPS basic 64530698,other
FY 2022 Profit after tax (PAT) 406161,profit
"Profit after tax (PAT) ₹50,784,152",profit
fy 2022 Rental income 2130159,revenue
Rent expense 2020 69142981,expense
Interest expense ₹56799163,expense
TOP LINE 2024 ₹7658817,revenue
2021 Other income ₹4342887,other
"total income FY 2024 ₹56,384,114",revenue
Schedule 1 ₹80400,other
prior period items FY 2020 ₹67261,other
2023 EARNINGS AFTER TAX 2480014,profit
"deferred tax 79,897,709",other
"contingent liability 67,446,777",other
share capital 2023 653871,other
"EBIT 2019 89,673,431",profit
Power and Fuel 73641,expense
sales revenue 778720,revenue
Operating profit FY 2018 564430,profit
Net Profit 2020 ₹6706088 (Note 14),profit
Gross Profit 2020 1492012,profit
ebit 2023 ₹859185,profit
Earnings from operations FY 2022 516395,profit
"operating income 2023 87,982,551",profit
"Reserves and surplus FY 2022 ₹10,657,284 (Note 16)",other
"Employee benefits 84,999,087",expense
INSURANCE EXPENSE 2018 ₹496252,expense
FY 2018 Insurance expense ₹13015,expense
"Operating Cost ₹12,841,995",expense
Sales Revenue 2021 ₹89328732,revenue
FY 2024 CONTINGENT LIABILITY 7628649 (Note 10),other
"fy 2023 rent expense ₹1,552,382",expense
subscription revenue 2020 812195,revenue
FY 2024 Earnings from operations ₹77176147,profit
"fy 2023 Profit for the year ₹35,264,993",profit
"fy 2018 Related party note ₹64,405,531",other
"Income from operations 87,908,385",revenue
"GROSS PROFIT 2023 ₹53,710,910",profit
2019 GROSS REVENUE ₹988843,revenue
"SHARE CAPITAL 2023 8,011,621",other
"INCOME FROM OPERATIONS FY 2019 ₹66,088,997",revenue
"TOP LINE ₹42,495,278",revenue
FY 2023 OPERATING COST ₹3705563 (Note 12),expense
FOREIGN EXCHANGE GAIN 2023 ₹98931640,other
Rent expense 2024 ₹635926 (Note 6),expense
Net Sales ₹10404,revenue
fy 2020 Other income 5809232,other
"Contingent liability 2020 ₹11,683,669",other
r&d expense 25267,expense
OCI adjustment ₹98496806,other
EBIT FY 2020 1754659,profit
fy 2023 operating revenue ₹29305,revenue
"Segment revenue FY 2023 ₹40,671,889",revenue
"Reserves and surplus 2024 42,111,050",other
Marketing expense FY 2022 2016077,expense
fy 2021 Sales Revenue ₹3743303,revenue
"top line 4,796,418",revenue
Foreign exchange gain FY 2022 88553358,other
Foreign exchange gain 23815,other
"ebitda 8,256,894",profit
total income FY 2023 ₹11435415,revenue
Profit after tax (PAT) 2020 ₹30077,profit
Employee benefits FY 2021 27083565,expense
"Administrative expenses FY 2021 96,800,291",expense
"top line ₹11,863,825",revenue
EMPLOYEE BENEFITS 2023 60982753,expense
"fy 2019 Depreciation Expense ₹11,049,047",expense
"EBITDA ₹86,601,818",profit
"operating revenue FY 2024 ₹66,825,311",revenue
"Employee benefits ₹15,165,604",expense
Sales of goods 2018 1552000 (Note 7),revenue
"fy 2024 LICENSE FEES 31,824,192",revenue
"FY 2018 OCI ADJUSTMENT 65,826,682",other
"ebitda FY 2020 ₹30,040,206",profit
Net Sales ₹53213,revenue
fy 2019 eps basic 90857878,other
"fy 2019 marketing expense 65,371,753",expense
Profit Before Tax 7892172,profit
"fy 2023 Net Sales ₹44,556,155 (Note 9)",revenue
Merchandise sales FY 2019 ₹364955,revenue
"EBITDA FY 2023 ₹7,524,155",profit
"Insurance expense 2019 19,716,405",expense
"service income FY 2022 ₹9,705,576",revenue
Net income FY 2022 ₹999120,profit
EBITDA 2022 3163397,profit
fy 2024 MARKETING EXPENSE 60298,expense
Gross Revenue ₹65197277,revenue
ACCOUNTING POLICY CHANGE 2021 469417,other
fy 2023 bottom line ₹76577067,profit
"2024 NOTES TO ACCOUNTS 29,089,998",other
"depreciation expense ₹15,594,987",expense
FY 2019 GROSS REVENUE ₹7575963,revenue
"Exceptional items FY 2020 627,326 (Note 15)",other
marketing expense ₹35039993,expense
"Related party note ₹87,507,701",other
R&D EXPENSE 2022 56350800,expense
OCI ADJUSTMENT FY 2024 234942,other
"Accounting policy change 15,745,789 (Note 22)",other
POWER AND FUEL ₹80027906,expense
"EPS basic 2023 70,833,969",other
Rental income 2020 26505688,revenue
service income 6481437,revenue
"Bottom line 2020 ₹90,571,656",profit
"sales of goods FY 2024 10,493,308",revenue
"COST OF GOODS SOLD 3,568,905",expense
FY 2023 PBT ₹958266,profit
fy 2021 Earnings after tax ₹19864,profit
"share capital FY 2019 41,226,238",other
"Operating Income 2019 ₹14,160,651",profit
"FY 2024 PROFIT BEFORE TAX 19,561,249 (Note 23)",profit
"Sales of goods 68,653,195",revenue
"fy 2019 notes to accounts 65,956,837",other
Profit for the year 2021 ₹289649,profit
"extraordinary items 2023 ₹89,076,911",other
FY 2020 contingent liability 7481628,other
Operating Income FY 2021 818958 (Note 15),profit
prior period items 2023 ₹197955 (Note 10),other
"2019 PRODUCT SALES 91,547,920",revenue
"Exceptional items FY 2020 74,111,255",other
fy 2024 EBITDA ₹44418071,profit
"EBITDA FY 2018 22,713,997",profit
"Sales Revenue FY 2023 ₹61,498,654",revenue
Extraordinary items 2018 ₹2214571,other
"foreign exchange gain 2022 ₹78,841,839",other
"Income from operations ₹78,712,295",revenue
Top line 2023 ₹25216804,revenue
2020 Finance Cost 7836248,expense
"Cost of materials 2024 ₹19,936,575",expense
FY 2022 Power and Fuel ₹12724561,expense
"Revenue from operations FY 2022 53,402,256",revenue
"fy 2020 PBT ₹16,742,878",profit
"Foreign exchange gain 2021 46,827,235",other
"fy 2019 merchandise sales ₹65,151,884",revenue
Other income 65304231,other
"oci adjustment ₹95,968,535 (Note 8)",other
FY 2022 PROFIT BEFORE TAX 677885 (Note 23),profit
Tax expense FY 2024 ₹47017197,expense
Insurance expense 2021 ₹56695,expense
Merchandise sales FY 2021 ₹23613510,revenue
profit for the year 2022 35032163,profit
"OPERATING REVENUE FY 2024 ₹36,268,400",revenue
R&D EXPENSE ₹84996,expense
Operating profit ₹2184493,profit
Notes to accounts FY 2021 64006,other
"Operating Cost 2020 ₹37,986,160",expense
"R&D expense FY 2022 ₹82,790,956",expense
Earnings after tax ₹47873,profit
"TOPLINE REVENUE FY 2024 39,969,426",revenue
"EBITDA FY 2021 ₹34,107,736",profit
"Rental income FY 2022 ₹18,184,815",revenue
"Operating Cost FY 2023 49,048,598 (Note 7)",expense
Other Expenses 2023 ₹8217588,expense
"2023 other expenses ₹98,180,349",expense
ebitda 2022 ₹13288524,profit
"INSURANCE EXPENSE FY 2022 ₹28,989,951",expense
fy 2018 Prior period items ₹74990,other
"Schedule 1 13,160,817",other
"SUBSCRIPTION REVENUE 2020 63,226,107",revenue
RELATED PARTY NOTE 2018 ₹108829,other
"MERCHANDISE SALES 1,276,946",revenue
"PRODUCT SALES 4,229,623 (Note 3)",revenue
"RELATED PARTY NOTE FY 2018 ₹40,579,830 (Note 17)",other
"BOTTOM LINE ₹47,442,175",profit
Earnings from operations ₹5291913,profit
earnings from operations FY 2021 140465,profit
2024 Earnings after tax 31858604,profit
fy 2021 operating cost 396841,expense
Rental income FY 2018 ₹28419506,revenue
Selling expenses 3672049,expense
"EPS basic 87,535,015",other
FY 2023 Operating profit 771688,profit
"EBITDA FY 2019 4,778,845",profit
Segment revenue 374025,revenue
"net profit 2023 93,721,608",profit
interest expense FY 2018 ₹9164392,expense
Depreciation Expense FY 2020 798806,expense
fy 2018 Cost of materials ₹95966,expense
DEFERRED TAX ₹2333304,other
"OCI ADJUSTMENT FY 2018 36,109,977",other
"INCOME FROM OPERATIONS 2021 69,906,260",revenue
Schedule 1 ₹1130501,other
Operating profit ₹42577041,profit
License fees ₹73516094,revenue
pbt ₹21423,profit
2018 earnings after tax ₹754067,profit
"Accounting policy change 52,126,839",other
fy 2024 reserves and surplus ₹178104,other
"fy 2018 eps basic ₹89,644,597",other
Topline revenue 2018 931131,revenue
fy 2021 contingent liability ₹2806572,other
TOPLINE REVENUE FY 2022 97754868,revenue
Consolidated revenue 536135,revenue
EARNINGS FROM OPERATIONS ₹948303,profit
"Exceptional items 2023 ₹76,219,677",other
PBT 2021 6474338,profit
"Profit for the year ₹60,479,095",profit
"Tax expense 2022 ₹50,357,037",expense
"ebit ₹25,610,882",profit
"Administrative expenses FY 2022 ₹67,938,064",expense
"FY 2020 Administrative expenses ₹32,865,131",expense
"FY 2021 marketing expense 56,719,500",expense
fy 2018 power and fuel ₹361138,expense
Income from operations 2022 9511700,revenue
Profit Before Tax 959206,profit
EARNINGS FROM OPERATIONS FY 2024 55724,profit
"FY 2023 revenue from operations ₹70,660,004",revenue
Selling expenses FY 2023 ₹22120,expense
"power and fuel FY 2024 ₹50,667,768",expense
2023 Contingent liability 4353274,other
FY 2022 Profit after tax (PAT) 51470,profit
"Service income FY 2023 ₹73,584,128",revenue
"FY 2022 EARNINGS FROM OPERATIONS ₹94,952,694",profit
Net income 2024 ₹27770,profit
operating cost 2021 533032,expense
Accounting policy change 2022 ₹21533,other
Cost of Goods Sold FY 2024 ₹84059,expense
OCI adjustment FY 2018 7930154,other
FY 2020 GROSS PROFIT ₹990214,profit
r&d expense 2019 ₹86576546,expense
fy 2023 Contingent liability 15558,other
"TAX EXPENSE 2018 ₹15,573,106",expense
"fy 2018 income from operations 49,228,730",revenue
"GROSS PROFIT FY 2020 21,201,411",profit
"FY 2022 EXCEPTIONAL ITEMS ₹87,861,204",other
Profit after tax (PAT) ₹929456,profit
"profit after tax (pat) 2022 ₹7,316,411",profit
DEFERRED TAX 714592,other
FY 2023 Operating Cost ₹49941414,expense
"fy 2019 gross profit ₹82,576,538",profit
"Subscription Revenue 2023 3,867,499",revenue
"Total Income FY 2022 56,063,532",revenue
EBIT FY 2020 ₹782280,profit
"Consolidated revenue 2018 77,546,999",revenue
"Operating Cost FY 2022 ₹84,960,129",expense
"income from operations 2022 91,944,205",revenue
2023 Gross Revenue 70178,revenue
"Administrative expenses ₹1,605,403",expense
R&D expense 2023 ₹66886173,expense
"FY 2022 Bottom line 50,274,330 (Note 11)",profit
FY 2024 Profit for the year 8825146 (Note 24),profit
"subscription revenue 2019 ₹23,948,911",revenue
"Schedule 1 ₹19,463,370",other
"Earnings after tax ₹4,582,534",profit
fy 2021 License fees ₹93342668,revenue
"Schedule 1 FY 2021 ₹16,416,388",other
ebit FY 2021 74947,profit
EXTRAORDINARY ITEMS 2021 ₹167769,other
"PBT 81,436,119",profit
"Net Sales ₹70,442,240",revenue
"Merchandise sales 2018 3,238,066 (Note 3)",revenue
